"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"FBgn0023520",0.280810443760681,3.01916656176572,1.84263837180137,0.0918008548387436,0.138554450054015,-5.40209694099675
"FBgn0023512",-0.157703645207961,5.24468645153462,-1.3561489677725,0.201577106681097,0.269507042741576,-6.46878784099098
"FBgn0023511",0.477509003165405,5.90477913723444,3.85251361987652,0.00256859544859569,0.00730684917802154,-2.27062403963114
"FBgn0023518",0.653262586971609,5.85351001223934,3.27750142362423,0.00713721105084892,0.0168962547326219,-3.3050002360882
"FBgn0026088",-0.173238086518935,4.65958700639606,-0.581572656385018,0.572293366595481,0.644922116126412,-7.17348432294925
"FBgn0026089",-0.185211432830704,4.54823111718399,-0.865764764222733,0.404657283694483,0.484554387881252,-6.95810146432296
"FBgn0023517",0.486442118823921,5.47348811433176,4.68070070009118,0.000627120774361144,0.00232757674912709,-0.810531639063458
"FBgn0023516",-1.19132667454094,4.73929225309921,-3.4966193436549,0.00482000217346824,0.0122465150194937,-2.86050911989029
"FBgn0023515",-1.04428719870252,3.93186233699354,-4.74808559404833,0.00056133826506068,0.00212883240325036,-0.481541679004483
"FBgn0028969",0.413210899337977,7.54503244999223,2.88968967601316,0.0143737193243565,0.0300380728688583,-3.98864078027365
"FBgn0026090",0.986773168378253,4.97088200608811,6.88776917465393,2.31210244234241e-05,0.000159856619192415,2.66714055698473
"FBgn0025624",-0.282749039598494,4.08077852701344,-2.84301941863855,0.0156396390199032,0.0322501359925091,-3.96051847925209
"FBgn0040395",1.42061689270362,6.71232428333153,8.37719241202801,3.55459556246216e-06,3.50952795514993e-05,4.61595901816855
"FBgn0000382",0.432512268492883,5.52851621148675,2.44165188799953,0.0322291011810955,0.0582131170122209,-4.79496371909425
"FBgn0023507",-2.83998605499405,6.04939075809088,-6.21252095628186,5.9107951965435e-05,0.000343917924333916,1.65718138371012
"FBgn0004654",-1.86968397106882,8.2296631823373,-4.16646560946346,0.00149022460936611,0.0047248550398412,-1.67605398707015
"FBgn0023540",0.5350965890999,2.80023222598786,1.41354174057298,0.184494933873783,0.250137117439501,-5.92882999650781
"FBgn0025839",-0.806757476018126,5.76829574169088,-2.5572312165147,0.0261940440907575,0.0493875320472796,-4.61719945123982
"FBgn0003116",0.0698677144755724,3.05416477249602,0.497701732038929,0.62825426703252,0.695271257913317,-6.89464218903283
"FBgn0040899",-0.314493196778997,4.26728381165297,-1.22753825785151,0.244621719484004,0.316630450936788,-6.54624704373664
"FBgn0023549",-0.599813202712355,4.67520310718406,-0.793172166785274,0.444041607264624,0.52272166009824,-7.01247837293229
"FBgn0003048",1.57188115953964,7.16343000654533,5.76480685372826,0.000113929962130197,0.000586751348306891,0.986723666098378
"FBgn0000810",0.630878837637868,4.16079261472751,5.04630193711846,0.000346353242400874,0.00145051547018085,-0.0889082633259202
"FBgn0023527",-0.612038123866809,5.31811839450457,-5.6467905230545,0.000136074982853055,0.000679259545553364,0.782692681557839
"FBgn0003079",0.551115610207413,4.64666259435504,5.48938848289052,0.000172977161315247,0.000825680662894726,0.58073002822736
"FBgn0003159",-0.560066024184998,3.73517824712504,-1.53932431281893,0.151293243847426,0.211267077313023,-5.93960179123547
"FBgn0040389",-0.136637865502484,4.52759408800716,-0.620283778667863,0.54739801497635,0.620792162235748,-7.1426098047304
"FBgn0023526",1.22922263498134,5.41046911871967,4.52756370650637,0.000808571770788945,0.00285598960895389,-1.06131850986428
"FBgn0023529",-0.154779483611913,9.09502445518813,-1.15546487623047,0.27178907379054,0.346275200708031,-6.64205376369144
"FBgn0023528",0.206992380760482,5.12344101336184,1.71445273386236,0.113756381678368,0.166000726299024,-5.96153731756717
"FBgn0027296",-0.196436920164062,4.12833118352536,-1.94921892771636,0.0765675402794571,0.11920655823653,-5.50821696868487
"FBgn0023525",-1.13228044939334,1.74598791258576,-2.45428222919691,0.0315087224811912,0.0571237270882028,-3.77849093102502
"FBgn0000377",-0.104173557181718,5.10932347371731,-1.09523156808757,0.29624932242488,0.372055344265514,-6.76510928898885
"FBgn0001330",-0.706553617397045,4.4951359876775,-5.2836376269402,0.000237960598808651,0.00107202922275673,0.266922401440783
"FBgn0004397",3.003861002933,9.01060819944017,14.5470971293376,1.16796366287448e-08,1.13806379310489e-06,10.5233131895191
"FBgn0023542",-0.243156639232231,5.87004597071186,-1.85300567351825,0.0902055127229648,0.136541401611315,-5.78250436076254
"FBgn0005670",-2.59690743092707,5.99215361313893,-2.52833115122061,0.0275904468889142,0.0514798506865577,-4.64362536408533
"FBgn0004655",-0.186127554089584,5.80505808979666,-1.27672896329488,0.227355288620222,0.297594499246988,-6.5794992520531
"FBgn0013432",0.200126933687748,4.72461148975224,1.59567736687502,0.138176238556879,0.196190392728515,-6.11765393555181
"FBgn0004861",-0.594691149946155,3.92778509130101,-2.91451357188425,0.0137426295595768,0.0289844550711074,-3.7694828627301
"FBgn0004860",0.0795545746015334,4.11164267187051,0.486920884232525,0.635638231283415,0.701486589281063,-7.13005715715544
"FBgn0040394",-0.161285123179245,5.83971254895721,-1.5618957746137,0.145914848075313,0.204987641240751,-6.20972927331492
"FBgn0040066",0.00802032299657096,5.74994001669085,0.0579003146725058,0.954841026076433,0.965283166245774,-7.40092110938404
"FBgn0001404",1.19987860522607,7.83377456694893,6.91129857660923,2.24009527146727e-05,0.000155614222850597,2.69937461957723
"FBgn0040336",-0.491391464566955,4.19879175883068,-1.18451411876977,0.26056761739235,0.334251035264752,-6.57174663997633
"FBgn0040334",0.490061163719768,4.45540738051639,5.0488618955759,0.00034493916652549,0.0014462509632635,-0.120479114419418
"FBgn0029629",-0.108023243318153,7.52223322129749,-0.910432920802395,0.381637516731376,0.46129787831176,-6.94365288053823
"FBgn0011566",-0.124549796588237,3.01434531637053,-0.772374339302096,0.455771424951368,0.533692929585739,-6.67884735229245
"FBgn0011606",-0.74047125844949,5.64011209769428,-3.99825277960769,0.00199220260020143,0.00596681008289838,-2.01316353064219
"FBgn0040375",-0.354424716120859,2.23489916436292,-1.62753434043338,0.131210144313753,0.18750170798688,-5.42015412415763
"FBgn0040377",-2.21822194560023,0.766639338267242,-3.25350585832613,0.00745202290049471,0.0175392538991354,-2.2349795024279
"FBgn0040388",0.721110499824501,2.13847777139517,3.35143914059766,0.00624962101798002,0.0151533611145979,-2.53089823422853
"FBgn0003714",-0.455865769727897,5.01418580502844,-2.37059104848044,0.0365898876361233,0.0646672064920892,-4.91523383709817
"FBgn0003371",1.50660505329187,8.01723850457452,11.5572232623583,1.34433793688311e-07,3.41916189354847e-06,8.03351756622468
"FBgn0024993",-0.787332099070511,1.86630161719133,-3.10722466764273,0.00970049812429278,0.0217124778843282,-2.80738940686387
"FBgn0024996",0.0440917147738356,5.84315693843286,0.331983180018731,0.745988968118608,0.797613369277365,-7.34644171578466
"FBgn0024991",-0.95702012499199,3.73860111801373,-7.90515947216945,6.26032544011409e-06,5.59296556434642e-05,4.19365255358079
"FBgn0000928",-0.965583317369114,1.34765168613976,-1.9506433068834,0.0763807509579122,0.119012213368495,-4.52980084453858
"FBgn0000520",-0.406249003988326,3.55053113953251,-2.69493998745764,0.0204380165870303,0.0401940326205645,-4.12122243140214
"FBgn0024975",-0.383208276646496,2.22905816914145,-2.09015205089099,0.0600087395422826,0.0969371946452258,-4.70373925789518
"FBgn0024980",-0.676051070004417,2.03030531051926,-2.15500538371227,0.0535768252305845,0.0884035761537845,-4.54382532552479
"FBgn0000376",-0.2625203532804,3.42599684983789,-1.56798432059329,0.144492815688757,0.203459247987174,-5.88185180060231
"FBgn0024973",-0.354927141118046,5.11974109006914,-2.51949285529339,0.0280318601777242,0.052206124918147,-4.65916898746442
"FBgn0024998",-0.105060686078744,4.29108771677066,-0.899454051478895,0.387209346984034,0.467259892298435,-6.88290204069319
"FBgn0024995",-1.92276491425692,0.744852395028385,-1.15470381500594,0.272088053599302,0.346535290293429,-5.18156092239892
"FBgn0024994",-0.353594453158179,5.6537555503931,-2.76759179391693,0.0179245906234837,0.0360862006271127,-4.23498373153238
"FBgn0024992",0.334381529801895,5.78162457703418,2.23432081873684,0.0465975832274833,0.078718247394001,-5.16088661147789
"FBgn0004647",-2.51233308037745,7.2451671282748,-12.2605220912412,7.22555626901018e-08,2.49077194405313e-06,8.65175770117017
"FBgn0040396",0.153297832869018,5.46923027696133,0.57648927590476,0.575607544995824,0.647757920977745,-7.22343963873527
"FBgn0000479",-0.053234219292019,5.42531714450122,-0.11441596070211,0.910919302113397,0.930932436612006,-7.38645637212271
"FBgn0028746",0.137132356141525,3.45840834615498,0.712924853294239,0.490378123510653,0.567307792720572,-6.90345278236268
"FBgn0028369",0.394661151858365,5.08050667354406,0.416513800948956,0.684849713340884,0.744220327895194,-7.30329901224385
"FBgn0023215",0.550355051327354,6.21855419066511,1.35699031272864,0.201317504519905,0.269307765519214,-6.47118396775597
"FBgn0015286",2.10759357427092,7.3149520621908,11.6837170652448,1.19946274905647e-07,3.20685917732988e-06,8.14787004978685
"FBgn0023216",-0.229735745521493,3.66721375670792,-1.40122272427277,0.188055516149886,0.254125316572368,-6.21244764200421
"FBgn0029672",-0.486352725842923,4.39314669332888,-4.22113811371691,0.0013570272319224,0.00439395436902476,-1.53569789970561
"FBgn0052791",0.0377833801599121,2.35585095497449,0.110953947047837,0.913602518516529,0.932877910481877,-6.73091017516701
"FBgn0028491",-1.53222869650918,2.22010446263431,-0.423790113813424,0.679687568496534,0.740482520955973,-6.14378165591345
"FBgn0029686",0.473063755199961,2.15639318675732,2.42674336232893,0.0331000289217555,0.0595360598966747,-4.12957355251065
"FBgn0029687",0.407394409426649,8.25393195585959,3.21647779333305,0.00796572432235403,0.0184628967167026,-3.3768066483349
"FBgn0029689",0.939845788776539,4.3525503364264,5.5265553253814,0.000163397275070729,0.000785080398564685,0.666077800788598
"FBgn0029688",0.0902237047091452,7.94516903761178,0.7734859838101,0.455139483274955,0.533209256776751,-7.04791726638059
"FBgn0029685",1.60839594100779,5.70167492549972,8.1908905628794,4.43158781680619e-06,4.19508338927716e-05,4.39389389773793
"FBgn0019661",0.0947172898227562,7.78706408260772,0.419800604064493,0.682515812525602,0.742461394381799,-7.27261303829385
"FBgn0000221",-0.409840258040732,2.51764590454601,-2.70520494225931,0.0200627785864957,0.03964252746195,-3.76863923614999
"FBgn0026084",2.52425498051304,9.60863328913081,9.74629878140029,7.81247496717712e-07,1.10313177664037e-05,6.23993917236331
"FBgn0026085",-0.619656392499965,2.6311073511722,-2.20067582664577,0.0494453200835186,0.0827258239858869,-4.62969224476529
"FBgn0026083",-0.189364988447632,7.86622134220611,-1.05643928287239,0.312868703652645,0.389779148703296,-6.79503054926431
"FBgn0066114",0.379826181721559,4.20160936411567,4.56776985879783,0.000756151516628275,0.00270217862274789,-0.91243567300799
"FBgn0029706",0.080899119060672,4.45863587525104,0.474580168226727,0.644141407062535,0.709584775823486,-7.20267680426615
"FBgn0040907",-0.0952638939879802,3.75996240934005,-0.420238119990759,0.682205399872151,0.742340241552365,-7.14751946714276
"FBgn0002707",-0.0985998507760302,3.10870362482869,-0.478579590205059,0.641379780347434,0.706755644568615,-6.88668663823913
"FBgn0000635",-1.20607934184349,3.71292187375252,-1.2644520705008,0.231569657599815,0.302306369728376,-6.19796631468391
"FBgn0026080",0.0137870086312528,3.61000333354227,0.112085947861875,0.912725041906719,0.932112158503955,-7.16311852891915
